siteid,code,status,name,site_type
3248451432795,DESTU30P,INACTIVE,Container Depot Stuttgart,DEPOT
XFG8YUDGTI5FU,USNWKDF,ACTIVE,Diamond Freight,DEPOT
X2I7IPVFFGGT1,USCBFUR,ACTIVE,UP Ramp - Omaha Council Bluffs,RAIL TERMINAL
2YR8EH9UWSWYS,IRQESBP,INACTIVE,Qeshm Island Blue Port Depot,DEPOT
0SOZ1NQ9RGBQG,INBHITM,ACTIVE,ICD Bhiwani,DEPOT
19G2C9SN0B7TM,NLUTR01,ACTIVE,Container Terminal Utrecht,TERMINAL
XCLNSQXOWCSFG,BYRECRR,ACTIVE,Rechitsa Rail Terminal,RAIL TERMINAL
8BXTLAYJEHRN4,USEI3TM,ACTIVE,Ocean Beauty Seafoods,CUSTOMER LOCATION
1Z6TR0GJXCARI,BRRIGAT,INACTIVE,Rio Grande/Amtrans,TO BE UPDATED
4250154473935,AUSYD35P,ACTIVE,P&O Ports White Bay,TERMINAL
3OS296HNSDQBI,CAYEGCN,ACTIVE,Edmonton C.N. Railway,RAIL TERMINAL
1SW3TKS0LYQ9R,GBSTAAI,ACTIVE,Stansted/Stansted Airport,TO BE UPDATED
NLKYLYITHKC0O,BRCGBSCM,ACTIVE,Poro Seco Cuiaba,DEPOT
09L03I1FSXLVI,UGQG001,ACTIVE,Entebbe,CUSTOMER LOCATION
24X8PSEAQWENU,NOTOSTM,INACTIVE,Tromsoe Terminal,TERMINAL
2TKZTTQO822K9,USBALCD,ACTIVE,"Container Depot, INC",DEPOT
2006MQZBQDIOL,RO25ORR,ACTIVE,Zalau Nord Rail Terminal,RAIL TERMINAL
33FEQFXSNAHKV,,INACTIVE,Niagara Falls Ny,TO BE UPDATED
09BMZX6MDRSLB,MLBAM02,INACTIVE,Bamako Cfs,CONTAINER FREIGHT STATION
06UTOBBD7X52G,USELKNS,INACTIVE,Elkhart-Norfolk Southern RR,RAIL TERMINAL
1T5WACRSWNSDA,ECZAITM,ACTIVE,Manta Terminal,TERMINAL
1FVWKUQRYRYGO,UZNUKRR,ACTIVE,Nukus Rail Terminal,RAIL TERMINAL
0M3R4U8P02DZW,KHPNHTM,ACTIVE,"MSE KPM Co., Ltd.",DEPOT
JS7IMVOCKVRDM,BEANTFT,ACTIVE,Antwerp Belgian New Fruit Terminal,TERMINAL
HQXMLUK7DHC1W,PTBBLAL,ACTIVE,ALB-AREA LOGISTICA DA BOBADELA SA,RAIL TERMINAL
JS43DGAYS6P3V,NOBOO02,ACTIVE,Bodoe Kombi Terminal,RAIL TERMINAL
1XTAFP52JCM7N,AUBKMCS,INACTIVE,Maritime Ctr services,DEPOT
113O9U6M3GMXB,SAM1KCT,ACTIVE,Makkah City,CUSTOMER LOCATION
2VQY6CXUEAPWO,IRUK4TM,ACTIVE,Salafchegan Custom Terminal,TERMINAL
2ZBM86AGRFWQN,,INACTIVE,W Scarborough,TO BE UPDATED
2079595337659,USSAV31P,INACTIVE,ATLANTIC TRUCKING,DEPOT
15R5KX13DLGVB,MXALTDP,ACTIVE,Altamira,DEPOT
1FR9D5XQL6GHU,CNCGDCT,ACTIVE,Chengdu Container Center Station,RAIL TERMINAL
4357435523699,CNSOC30P,INACTIVE,Jiangsu Sumex,DEPOT
28HHYE1CQIEQB,ZADUR26,INACTIVE,Uniroute Logistics,CUSTOMER LOCATION
1YCWV4HM2BM2N,GTGUA04,INACTIVE,Guatemala City/Licasa,DEPOT
3CFYNF0X4ZIAM,,INACTIVE,Sihanoukville 3erminal,TERMINAL
0MZWQIO4VEX6M,,INACTIVE,Schomberg Ont,TO BE UPDATED
03F77XKX3QXE1,CNXNTDS,INACTIVE,Dyna International Shipping Ltd.,BARGE TERMINAL
3R3EX1TFPHAKP,UZFERRR,ACTIVE,Margilan Rail Terminal,RAIL TERMINAL
091UG6TNKGXOF,,INACTIVE,Sambas,TO BE UPDATED
DIPA883XTIQRN,FRLEH20,ACTIVE,HESNAULT,CUSTOMER LOCATION
3SVBD9FC8QGH1,BRFAOTM,ACTIVE,Fazendinha,TERMINAL
27DS4X39JDDVJ,USXBOSF,ACTIVE,Barstow-Atsf Rr,RAIL TERMINAL
5ZRYWYLWBQLX4,NOSAUSP,ACTIVE,SAUDA PORT,TERMINAL
21D7W8PS01NR3,USGEEGT,INACTIVE,Greensburg Goodyear Tire,CUSTOMER LOCATION
2N4R2SGZMRB5W,VNSGNAP,INACTIVE,APM Saigon Shipping-ex VICT,TERMINAL
3U8Q2OJYWAO36,IEBFS01,INACTIVE,Belfast Impdoc,CUSTOMER LOCATION
0ZQB8KLHGEO0D,RUFL8RR,INACTIVE,Megion Rail Terminal,RAIL TERMINAL
2NEG7F2BKA4OO,FRVSRAT,INACTIVE,Verdon Aquitaine Terminal,TERMINAL
36F5713QV4CCF,USILM03,ACTIVE,WILMINGTON/NORTH CAROLINA PORTS,TERMINAL
1UO9XBWWM6KI3,GBPER02,ACTIVE,Errol Airfield,CUSTOMER LOCATION
0G61OT81LEA2B,CNXIZTC,ACTIVE,Xiangzhou Tachung,BARGE TERMINAL
5488775039785,ZWHAR33P,INACTIVE,BAK STORAGE 6,DEPOT
4677869516740,USNVE30P,INACTIVE,Lowes Indiana Rdc,DEPOT
14SZ9AOAQQKXR,USOMACC,INACTIVE,Chicago Central & Pacific Railroad,RAIL TERMINAL
2FVN5232U5EGV,IDSUB03,INACTIVE,Surabaya - Prima Manggalindo Depot,DEPOT
08WR6M1QNPBLN,RULED08,ACTIVE,YANINO,DEPOT
2379040584145,DEHAM46P,INACTIVE,Dummy Off Hire,DEPOT
3340372081539,USGPX30P,INACTIVE,3m Company,CUSTOMER LOCATION
0X4T8UZ1GBPCP,CLPMCFE,INACTIVE,"Fepasa, La Paloma Railway Station",RAIL TERMINAL
5793849390835,UZKAR30P,ACTIVE,Sr 003 Ho Hhc Arcent Kharsi Ssa,DEPOT
2D4QAP0AX37K4,USKWHTM,ACTIVE,Kawaihae Port Terminal,TERMINAL
1OI7ZSEH68MM7,,INACTIVE,Sidney      Ny,TO BE UPDATED
8360039800573,CA93R30P,INACTIVE,GUSGO TRANSPORT LIMITED,DEPOT
1K4PNEG76CJ9A,,INACTIVE,Salas (Asturias/Oviedo),TO BE UPDATED
3P90SLIC1L3SD,NEUW4TM,ACTIVE,Tahoua Terminal,DEPOT
1XJF5US5G5ZSW,CNQANTM,ACTIVE,Quanzhou Pacific Container Terminal,TERMINAL
2VZONDH7PMXNC,ITLSZRB,ACTIVE,Industrie Rebora La Spezia,DEPOT
09PWDJXJENR8Z,ZACPT15,INACTIVE,Table Bay Container Division,DEPOT
0YQ7QGWKOSVMF,ZAJNBKR,ACTIVE,Kings Rest Container Park JNB,DEPOT
6P8Z1KZGK7GNI,ARCORPL,ACTIVE,POLO LOGISTICO GENERAL DEHEZA,DEPOT
1PLSAMS255QYC,MWBLA05,ACTIVE,Chirimba Container Terminal Limited,RAIL TERMINAL
0I7UTJNEY79OV,USDETTA,ACTIVE,NS Detroit Livernois (To TAC),RAIL TERMINAL
2QU0FZ3DM7YTZ,SARIAKTS,ACTIVE,KaNoo terminal service -Riyadh,TERMINAL
3JX42G2AAB573,USFOWVG,ACTIVE,Van G Trucking,CONTAINER FREIGHT STATION
0SQPSYFJ5GR5Q,CLSAICT,ACTIVE,Contopsa San Antonio,DEPOT
0WBB0IGTJASRJ,KWSAAEQ,ACTIVE,Equate Staging Area,CUSTOMER LOCATION
6740266674543,BRSAO30P,INACTIVE,BRASILMAXI LOGISTICA LTDA,DEPOT
13P62QCEH6PA6,,INACTIVE,Nenningen (Lauterstein),TO BE UPDATED
36PE7JE20XEFY,KEMBATM,ACTIVE,Mombasa Terminal,TERMINAL
2AEKACRVKN98F,,INACTIVE,Millington  Nj,TO BE UPDATED
LE89JKBMEQGHO,FRLEH21,ACTIVE,SRC SARL,DEPOT
2149341638270,VNQNN30P,INACTIVE,INSERCO DEPOT,DEPOT
1TA8YYOGJLROW,PHZAMTM,ACTIVE,Zamboanga Terminal,TERMINAL
1C1ICPSL5Z935,NOAUSTM,INACTIVE,Austevoll Terminal,TERMINAL
30EYNPSS5RJ3Z,,INACTIVE,Pewamo      Mi,TO BE UPDATED
1PLHPZ091SUIN,,INACTIVE,Burton,TO BE UPDATED
A7J1WBTB2LPAC,GQRA8BB,ACTIVE,Bosmar Depot in Bata,DEPOT
IXALSLQJ32XY6,PYRJ6TP,ACTIVE,Terminales Portuarias TERPORT Ville,TERMINAL
1ZTFRLTUC9P41,AUSYD12,ACTIVE,"Patrick Logistics Depot, Camellia",DEPOT
3FQFMSZ2GH2F2,,INACTIVE,Muehlhausen,TO BE UPDATED
3ES3HWTSCYAY2,ETADDDP,ACTIVE,Addis Ababa Dry Port,DEPOT
23Z00U0DR192N,ZADUR17,INACTIVE,Green Africa Depot,DEPOT
1GD9MB3HVLNFL,KWSWKCT,ACTIVE,Shuwaikh CTS Depot,DEPOT
5776156813733,USJAX30P,INACTIVE,GLOBAL INTERMODAL SYSTEM,DEPOT
0CLY01OQAP9P9,FIHMITM,INACTIVE,Hamina Terminal,TERMINAL
0924048857262,USO7D30P,INACTIVE,Big Lots Incorporation,CUSTOMER LOCATION
1TP9GVLEXUR9B,USTACPT3,INACTIVE,Tacoma Local Delivery,CONTAINER FREIGHT STATION
2PZY6UBBP3TRZ,TWTAICC,ACTIVE,"China Container Tml Co., Taichung",TERMINAL
MNAUTXM0GZ6ZL,SESKL03,ACTIVE,SCT Vaggeryd Kombi,DEPOT
RTJCOUVYNLHGV,BRCUBCL,ACTIVE,CONTRAIL LOGISTICA SA,DEPOT
CGY0WV0IYCHC4,USMFAST,ACTIVE,SOLO TRUCKING REPAIR,DEPOT
2075446048787,CNHUP31P,INACTIVE,TIAN XIANG WAREHOUSING  AND  TRANSP,DEPOT
12W748KBVDZP4,BEANTR13,INACTIVE,MSC Home Terminal,DEPOT
3NY03Z26WF81R,USCMHCR,ACTIVE,"CSX Railroad,Columbus",RAIL TERMINAL
2J8PDT9G8UDCQ,USLGBHW,INACTIVE,Harbor Weighers,DEPOT
XO8YF1JZE7QEP,CNSDOTM,ACTIVE,Shidao terminal,BARGE TERMINAL
6192583439961,GBGRY30P,ACTIVE,Grenco Uk Ltd,DEPOT
1T5MUSL7Q4YNY,,INACTIVE,"Sinotrans, Guangdong",TO BE UPDATED
6481460782923,NLROT57P,INACTIVE,HANNO RTM WAALHAVEN,TERMINAL
6757542168143,USMIN30P,INACTIVE,Murphy Warehouse,DEPOT
SXWLA8XT1XRI5,INPNQD0,INACTIVE,TestOperationalFacility1April,DEPOT
YNMPQSIKJG7EK,JPYOKAC,ACTIVE,Yokohama Port Anchorage,TERMINAL
1NOQTEMF07ATA,,INACTIVE,Trenton Ns,TO BE UPDATED
0F6Y9QB8ZD61E,BEANT869,ACTIVE,Europa Terminal Quay 869,TERMINAL
2PQJWUKL0VKOV,INJHTBC,ACTIVE,Lease Container Yard,TERMINAL
1QP7Y2TCX6ZZQ,KRKWYCT,INACTIVE,Dongbu Kwangyang Container Terminal,TERMINAL
39G1OE32HZ815,CNSSHHW,INACTIVE,Honorway Shipping Ltd,BARGE TERMINAL
3AJ9P6IO6JJB3,SGSINSE,INACTIVE,Shankar's Emporium,TO BE UPDATED
XFLUV6V8YYSXA,CLPMCDC,ACTIVE,Deposito Chincui,DEPOT
UCESZPGLRKRBX,BR3WRTL,ACTIVE,A P G TRANSPORTE LOGISTICA LTDA-ME,DEPOT
15CMEK5CIIRNJ,USZDABN,INACTIVE,Bn Rail Ramp,RAIL TERMINAL
2E8GIVTVIJMM6,CNHSK01,INACTIVE,Tianjin Zhenhua Int. Trans. Co. LTD,DEPOT
7722132637967,BEZEE32P,INACTIVE,TRUCK DEPOT TRANSECO,DEPOT
2E6MKJEGJCIWE,INCSS20P,ACTIVE,Cont. Corp. Of India  Cossipur,DEPOT
218CPR3DHNIYD,GTTGZRR,ACTIVE,Reinter Puerto Quetzal,RAIL TERMINAL
36FNRFFC531BY,,INACTIVE,Tinglev/Maersk Container Industri A,TO BE UPDATED
0QK8HE7XX2LJ3,,INACTIVE,Henderson   Ne,TO BE UPDATED
2HSGHGFR6KMT3,DEHAMEK,ACTIVE,Eurogate Container Terminal Hamburg,TERMINAL
0ICHEPF0HCHFU,CNSGHDH3,ACTIVE,Shanghai Donghwa No.3 depot,DEPOT
3IGS2C0WNHVW4,USTEOGC,INACTIVE,Gulf Coast,CUSTOMER LOCATION
1KOBTPHN0NDCT,BJCOOTM,ACTIVE,Cotonou Coman (ML) Terminal,TERMINAL
3DJK0LUJOU0VA,AUMEL21,ACTIVE,Qube Link,DEPOT
1793RU8TZ2YP3,USMINCT,INACTIVE,Cobra Transportation Services,DEPOT
05HLHHDNXFS0U,PKKHICF,ACTIVE,Damco warehouse,CONTAINER FREIGHT STATION
2P6NRFVJ4N1G3,ITGOATG,ACTIVE,Terminal Grimaldi - Genova,DEPOT
GMP2HIGMQMCE5,CNIWNYP,ACTIVE,SHENZHEN YU PENG CONTAINER SERVICE,DEPOT
RWMJMHM2R2UAE,NOOSLBW,ACTIVE,Bring Warehousing - NOOSL,DEPOT
1A50B0UMSBGH4,NLROT32,ACTIVE,MCS City Terminal,TERMINAL
26KFEKZFOJEHK,SEKPG01,INACTIVE,"Koeping, Maelarhamnar",TERMINAL
2IGVF97TIFOXN,ZAP1R16,ACTIVE,ICO BOCO,RAIL TERMINAL
32GIMVLI240B7,BRVCPRT,INACTIVE,Pls use BRSSZRD,TERMINAL
TXVJ7RAMKLGEN,DEBREAK,ACTIVE,ADDICKS & KREYE BREMEN,DEPOT
UCOK7KE2CHVFA,NOBGNRT,ACTIVE,Bergen Rail Terminal,TERMINAL
3IQS5ANJF5TZ2,LYTIPTM,ACTIVE,Tripoli Terminal,TERMINAL
PGOGIEC3KA55I,NOAESFT,ACTIVE,Frigocare Terminal,DEPOT
GH0AYCSQQXBH5,TRGAZHP,ACTIVE,HASKAR PORT DEPOT,DEPOT
13MZ3M9SF8TH3,DENUE02,ACTIVE,CDN Container Depot Nuernberg GmbH,DEPOT
3A9S0EAHABVKM,USHIAGC,INACTIVE,Gold Coast,DEPOT
WZ7C5WPFJ7BZD,DEHAMTF,ACTIVE,EUROGATE TANKFELD DEPOT,TERMINAL
1DJMLBT0SESAT,HKHKGTX7,ACTIVE,Hongkong / Ocean Crown / GBL,DEPOT
RNRBBESCVWODE,USNWKAN,ACTIVE,Anchorage Position Northeast,TERMINAL
0RDJ0B64KEMPQ,AUSYD04,ACTIVE,PACIFIC NATIONAL RAILHEAD CHULLORA,RAIL TERMINAL
3GYSNA59VX8Z7,MXSLP01,ACTIVE,San Luis Potosi Rail Terminal,RAIL TERMINAL
3VCV327YA596D,INJHTVR,ACTIVE,Virgo Distriparks,CUSTOMER LOCATION
0LN6N43T1FURJ,USWPBTS,INACTIVE,Tropical Shipping -West Palm Beach,CUSTOMER LOCATION
ZPPUXT2Q6ZPHX,PKKCTTM,ACTIVE,KICT Terminal,TERMINAL
00JXSCLF9S8E6,CNSGH10,ACTIVE,Shanghai Terminal 10,TERMINAL
3BWH8XNKUIPGE,NOPSGTM,INACTIVE,Porsgrunn Terminal,TERMINAL
2GI78BBHZKJND,BEANTNH,INACTIVE,NHS PSA Terminal - Antwerp,DEPOT
0HXSMYXOENTIF,USEVIWD,ACTIVE,Walts Drive-a-way,DEPOT
2DF3WNOA58DNS,SAJUBKTS,ACTIVE,KTS Jubail Depot,TERMINAL
LRQS7OINGN3BJ,USHOUBA,ACTIVE,Barbours Cut Container Terminal,TERMINAL
1QFHQNGUTKBY7,,INACTIVE,Mumbai(Cfs Mulund),TO BE UPDATED
1TZJI08CGLOIM,GRPIRTM,ACTIVE,Piraeus Terminal,TERMINAL
0JFY1QT6N8J5S,AUSYDRT,ACTIVE,"Clyde, Freightcorp Rail Terminal",RAIL TERMINAL
18MJS7YCDNX0L,GEPTIGR,ACTIVE,Grober Ports & Rails LTD,TERMINAL
3KY0BIYSS0PRZ,,INACTIVE,Collegedale Tn,TO BE UPDATED
1IDB4UQQF0OQZ,USFCASH,ACTIVE,Shippers Transport Express,DEPOT
0D5R4VDFFQSN3,,INACTIVE,Augusta   Ky,TO BE UPDATED
1918210374153,USSAV34P,INACTIVE,Georgia Pacific,CUSTOMER LOCATION
NNWODY0TYIRWW,PGPOM02,ACTIVE,Express Freight Management,DEPOT
HIRZ7CBJ6KFRU,BRSSZSM,ACTIVE,S.Magalhaes S/A Log.Em Com.Exterior,DEPOT
1QRMKDM1L1QJE,IL2BHKI,ACTIVE,Kibbutz Gaas,CUSTOMER LOCATION
DUUOULKTUEJXU,CNSGHSGD,INACTIVE,Xiangyu Singamas Shanghai Depot,DEPOT
1E0WOWA4KFEAP,MYKUA02,ACTIVE,Kuantan Container Yard Sdn Bhd,DEPOT
1J0U6D6K05YM7,USCHIGT,ACTIVE,Chicago Canadian National Railport,RAIL TERMINAL
2LA8Q0D4I2TYV,DELJZ01,ACTIVE,DBI Leipzig,DEPOT
JLF0KVRWDANQT,USCHICN,ACTIVE,CN- Chicago joliet,RAIL TERMINAL
0G5U98CM1BND7,GBIVGTM,ACTIVE,Invergordon,TERMINAL
248OA0BO9TGHN,,INACTIVE,E C T Venlo Terminal,TERMINAL
396CGKVYF0QRI,,INACTIVE,St Pascal,TO BE UPDATED
2NDEJJOKQBRLP,ES7D9PZ,ACTIVE,Progeco - Zierbena,DEPOT
3282979737633,USEPI30P,INACTIVE,Federal Warehouse,DEPOT
2ZKWGXLVEWZ04,ZAJNB13,ACTIVE,I D C Depot,DEPOT
25M8ENVRW99LB,KZWL7RR,ACTIVE,Ust-Kamenogorsk Rail Terminal,RAIL TERMINAL
K1OUVFFQND5ZY,PHCOOTD,ACTIVE,TRANSOCEAN DEPOT - MANILA,DEPOT
2948618253203,HUBUD30P,INACTIVE,Triangulation Sector Hu,DEPOT
2SR2WP2UXZL32,,INACTIVE,"Rio Grande,Brasil",TO BE UPDATED
2J5M148OJ40HR,,INACTIVE,Westone-Super-Mare,TO BE UPDATED
7287631364208,USCUU32P,INACTIVE,Weyerhaeuser Company,DEPOT
7885029901697,DEBRE38P,INACTIVE,Daimler Packer,DEPOT
MCGRZMLLTK98I,PHMNLIH,ACTIVE,Interpacific Highway Transport Corp,DEPOT
CXTWIUNBW6MOO,EEMAAOL,INACTIVE,Olaret,DEPOT
1HXYP1QOCGTEL,CNHNK01,ACTIVE,Xiaoshan Depot,DEPOT
3082839484831,TRMER30P,ACTIVE,TRANKERIM NEBIL NAKLIYAT DEPOT,DEPOT
EWUJFAJDTUZHX,CNJGN07,ACTIVE,Jiangmen Terminal,BARGE TERMINAL
2IMDS9AVTQAI8,PLOFZ04,ACTIVE,SPEDCONT Lodz,DEPOT
0850079767802,PTOPO32P,ACTIVE,Spc Oporto,DEPOT
3HN4ZOTFAE072,,INACTIVE,N Ryde,TO BE UPDATED
0AENM0DOEC7EN,USICTSF,INACTIVE,Closed/Santa Fe Railroad,RAIL TERMINAL
UIJYVS11QSEM4,JPOSATO,ACTIVE,Toyo Futo Maishima Green Goods,CUSTOMER LOCATION
9386415346240,USCVL30P,INACTIVE,Trinity Rail,CUSTOMER LOCATION
36FEOOISTBRSV,USTXAKC,INACTIVE,Kcs Rail Terminal,RAIL TERMINAL
1PVAB3KJHYV0E,,INACTIVE,Arzberg (Oberfr.),TO BE UPDATED
2A4FTQGD8W22N,USSATKT,INACTIVE,Snt-Mkt Rr,DEPOT
1YX0RYUCKTJZY,,INACTIVE,San Celoni,TO BE UPDATED
2GYQ29ZMCRJEL,TRMER01,INACTIVE,CEYNAK OFF DOCK MERSINPLS DO NOTUSE,DEPOT
34SEOJUKX24WK,UYMVDSU,ACTIVE,Supramar - Deposito no 20,DEPOT
1VVX7OW3ORMGV,,INACTIVE,Milton      Ny,TO BE UPDATED
O7RGSYIAY59Z9,VELAGTD,INACTIVE,TEIXEIRA DUARTE ENGENHARIA E CONSTR,TERMINAL
0KJSQM7TCX6DB,USZOXTS,INACTIVE,Charlotte Amalie/Tropical Shipping,TO BE UPDATED
360FDKM0O1UJP,CNZO8PB,ACTIVE,Fangcun GPG,BARGE TERMINAL
202FCP640VN98,CN5H2TM,ACTIVE,Taicang Container Terminal,TERMINAL
230ML851KCZ41,PHILOPC,ACTIVE,Iloilo Commercial Port Complex,TERMINAL
1HXWQDPYWZ2BJ,,INACTIVE,Naperville  Il,TO BE UPDATED
3M66LWNARQIIC,USGPX02,INACTIVE,"Greenville, SC depot",DEPOT
20EHRC64296ZP,USXSHNS,ACTIVE,Norfolk Southern Sharonville,RAIL TERMINAL
2G7K00DTT2X85,FRMMH03,INACTIVE,Mafret S.A,DEPOT
00AE7NK07VAWW,SEGOT09,INACTIVE,Nordcarrier Ab,CUSTOMER LOCATION
2PLDPN3C9BTKY,CISP001,INACTIVE,Maersk MTY Storage and CFS Station,CONTAINER FREIGHT STATION
37IVKYD3C1CMF,HKHKGCOS,ACTIVE,"Terminal 8, Cosco Terminal",TERMINAL
3051436065254,NLTLB30P,INACTIVE,BARGE TERMINAL TILBURG,DEPOT
1446678201410,ANCUR30P,INACTIVE,CURACAO PORT SERVICES,TERMINAL
1JKRBTWM9Q8HQ,CASKACP,INACTIVE,Saskatoon.C.P. Railway,RAIL TERMINAL
2DOFBGOCUORCU,FRBUX03,ACTIVE,Bordeaux / Conteneurs Aquitaine,TO BE UPDATED
3TMHULPIYB85F,NAWBA03,ACTIVE,Maersk Namibia Ondock Depot,DEPOT
6331141351876,NZQEW30P,ACTIVE,Oamaru Railhead,DEPOT
25H0DAGZ5J5BJ,ESMGP01,INACTIVE,Malaga Rail Terminal,RAIL TERMINAL
3630498993970,USKCK30P,INACTIVE,TRIMODAL,DEPOT
DDKAXPNWGI7JR,CLVALTV,ACTIVE,TERMINAL EXTRAPORTUARIO VALPARAISO,DEPOT
JALEHMN96QBPN,TRISTHT,ACTIVE,HAYDARPASA TERMINAL,TERMINAL
2FVXC5DNWRRBV,NZAKLON,ACTIVE,Ports Of Auckland - Onehunga,TERMINAL
T1CCWTNLHN2LM,CNHUPCW,INACTIVE,HUANGPU CALI INT Sinoway LTD,TERMINAL
1467XH56X503W,USDORJC,INACTIVE,Jim's Cartage Sevice Inc,CUSTOMER LOCATION
3T5GPIHT6UM2N,TJWF5RR,INACTIVE,Kulyab Rail Terminal,RAIL TERMINAL
2YD0DUXU6SDPW,ESVGO99,INACTIVE,Vigo Triangulation,DEPOT
3CUX4JTLX5MYK,IDJKTKM,ACTIVE,PT KMDI Container Depot 3,DEPOT
2G5CBZM019QBI,,INACTIVE,Raja-Jooseppi Border Station,TO BE UPDATED
8901587784710,JPHKT31P,ACTIVE,HAKATA CAMELLIA,TERMINAL
3MAYV5NVS0SZV,GBSHL01,ACTIVE,"Stallingborough, JMD",CUSTOMER LOCATION
0FM43UV3W7ATB,USFTP02,ACTIVE,Tuxedo Packing/Reef,DEPOT
6LJXI1OVZH4EN,USJECMM,INACTIVE,dummy location deactivated 0731,CUSTOMER LOCATION
9030157327200,DEFRA30P,INACTIVE,RHENANIA FRANKFURT,TERMINAL
37E1DJKG8SRLU,CN6M3CE,ACTIVE,Gongyi Century Shipping,BARGE TERMINAL
2ZB006DQYOCCF,,INACTIVE,Sebree      Ky,TO BE UPDATED
3QOUA1184HVNI,,INACTIVE,Granja Rocamora,TO BE UPDATED
25R4U8F25D6CE,FITPR01,INACTIVE,Tampere Warehouse Terminal,TERMINAL
1BROOFCGX33VH,JP3P2ED,ACTIVE,Tsukuba International Container TM,DEPOT
37BO904KCCTTY,USLSA34P,INACTIVE,Orient Reefer Container Services,DEPOT
0U6YPVQ38D81O,VELAGEN,ACTIVE,La Guaira / Enaca,DEPOT
0WLB5WFSY4T4V,,INACTIVE,"Colton, Ca",TO BE UPDATED
0KJFGZN1IAKXR,HUBUD02,INACTIVE,Toeroekbalint,RAIL TERMINAL
4533044767814,DEHAM35P,INACTIVE,HHLA BURCHARDKAI,TERMINAL
13P8H35HZNHBZ,,INACTIVE,Subic,TO BE UPDATED
0XOI5CP004FRV,CNHUPWC,ACTIVE,Huangpu Wuchongkou terminal Ltd,BARGE TERMINAL
1OS9C5OIKFAEN,PLPOZ01,INACTIVE,Jednostka Wojskowa 1156,DEPOT
1U8V8BAQ5YG6N,INJHTGDL,ACTIVE,Gateway Distripark Ltd,CONTAINER FREIGHT STATION
3E3B0MN5OIZ0R,GBCCK30P,ACTIVE,"Crick, Exel c/o Tibbett & Britten",DEPOT
3D9YM538IT7R3,USSAN01,INACTIVE,BTT - San Diego,DEPOT
KZZBOZIW2MHC6,CGBZZTM,ACTIVE,TERMINAUX DU BASSIN DU CONGO - TBC,TERMINAL
0Y8EH0CGT7N9B,,INACTIVE,Harbor Beach Mi,TO BE UPDATED
UEKEHXIO3QHJK,USHOURC,ACTIVE,REFRIGERATED CONTAINER,DEPOT
39PEE42C5F594,GBBRL02,ACTIVE,FREIGHTLINER RAILPORT BRISTOL,DEPOT
2HSCT6E4IIVHP,VNQNNTM,ACTIVE,Qui Nhon Terminal,TERMINAL
1PVIPV16Q7YWU,CIABJPT,ACTIVE,Abidjan Terminal,TERMINAL
274BCEF65D01R,,INACTIVE,Mt Prospect,TO BE UPDATED
27Q6T1Z47627C,TWKAOTM,ACTIVE,Kao/Evergreen Mar Cont. Terminal,TERMINAL
0S2W4IUCIR8HC,TRAIGTM,ACTIVE,TCE EGE Terminal Aliaga Izmir,TERMINAL
QOV4ZI85Q9SYZ,INTUTAP,ACTIVE,MS Hari & co Container Terminals,DEPOT
2X9E328P03TQ1,CNPEIMK,INACTIVE,"Mark Shipping Co.,Ltd",BARGE TERMINAL
UBZDTVCUKJNOV,KENRBKN,ACTIVE,KUEHNE NAGEL DEPOT LTD,DEPOT
1XY2PDLPX3EY3,CRLIZTR,ACTIVE,Transup,TERMINAL
2YHFVSVUBZYWV,USPEO01,INACTIVE,Peoria - O'neil Bros G and d,DEPOT
6337340053328,INHAL32P,ACTIVE,BAY CONTAINER TERMINAL  HALDIA,DEPOT
7537686944724,GBDSF30P,ACTIVE,"Desford, Caterpillar Logistics Serv",DEPOT
1PVPTHV61FHBZ,USGRG01,INACTIVE,Georgetown Internation Paper,CUSTOMER LOCATION
S6J2TQI8VGMBH,GBLPLBC,ACTIVE,Bootle Containers Limited,DEPOT
0WKYM19PLM032,GEPTI01,ACTIVE,GTE Terminal,TERMINAL
3KDSC7HZ1W1VJ,,INACTIVE,"Balboa,Panama",TO BE UPDATED
3FGV72B7A6MPQ,CNSWWTD,INACTIVE,Shantou/Tondex Shipping Ltd,TO BE UPDATED
3KXOSPPCOO03I,AEAUHCT,INACTIVE,Abu Dhabi City,TO BE UPDATED
P7I6AGV16ZDSQ,IDJKTEX,ACTIVE,PT Petikemas Expressindo Depot,DEPOT
1ENCOFW6H4USB,BGSOF02,ACTIVE,SCD Depot,DEPOT
0874916441215,AT2YV30P,INACTIVE,Holzindustrie Schweighofer,DEPOT
RGLQ464EWNDTK,AEFJRFA,ACTIVE,FUJAIRAH ANCHORAGE,TERMINAL
334YF3BL2OMM7,USCHIWC,INACTIVE,Wisconsin Central Railroad,RAIL TERMINAL
3GOOEK3HXF9Q4,BRITATM,ACTIVE,Itaqui - Pier 103,TERMINAL
3H3MK5E84E0MV,USSAC01,INACTIVE,Zachry Construction Company,DEPOT
09B8IG4PRYBX0,GUGUMPT,ACTIVE,Guam Port Terminal,TERMINAL
0B8M6A8WP92M7,,INACTIVE,S Hadley    Ma,TO BE UPDATED
UXD09AFTAR1J4,GBSOUSS,ACTIVE,Storage On Site,DEPOT
7743461340546,DEHAM38P,INACTIVE,TOLLERORT,TERMINAL
0KE79A8UG7OPA,MAPTMTM,ACTIVE,Port Tangier Mediterranee,TERMINAL
